fecha,pais,pais_code,socio,socio_code,exportaciones,importaciones
2024-10,Canadá,CA,China,CN,1417336306.7188513,4535476181.500324
2024-11,Canadá,CA,China,CN,1430481026.2919872,4577539284.134358
2024-12,Canadá,CA,China,CN,1424735418.252034,4559153338.406508
2025-01,Canadá,CA,China,CN,1453779470.8039222,4652094306.572552
2025-02,Canadá,CA,China,CN,1454787987.0322435,4655321558.50318
2025-03,Canadá,CA,China,CN,1396215182.842804,4467888585.096973
2025-04,Canadá,CA,China,CN,1379950173.1837466,4415840554.18799
2025-05,Canadá,CA,China,CN,1384809702.7985666,4431391048.955414
2025-06,Canadá,CA,China,CN,1581628026.4788082,5061209684.732186
2025-07,Canadá,CA,China,CN,1559058316.9878566,4988986614.361142
2025-08,Canadá,CA,China,CN,1551768111.1282825,4965657955.610504
2025-09,Canadá,CA,China,CN,1535553980.6283958,4913772738.010867
2025-10,Canadá,CA,China,CN,1330855005.350144,4258736017.120461
2025-11,Canadá,CA,China,CN,1333481042.0026014,4267139334.4083247
2025-12,Canadá,CA,China,CN,1340068034.2233036,4288217709.5145717
2026-01,Canadá,CA,China,CN,1365444465.0549266,4369422288.175766
2026-02,Canadá,CA,China,CN,,
2013-01,Canadá,CA,Republica Checa,CZ,50546650.53769138,50546650.53769138
2013-02,Canadá,CA,Republica Checa,CZ,49465892.03079745,49465892.03079745
2013-03,Canadá,CA,Republica Checa,CZ,50181153.965816595,50181153.965816595
2013-04,Canadá,CA,Republica Checa,CZ,50247649.12784455,50247649.12784455
2013-05,Canadá,CA,Republica Checa,CZ,50286518.870014824,50286518.870014824
2013-06,Canadá,CA,Republica Checa,CZ,56390170.94802909,56390170.94802909
2013-07,Canadá,CA,Republica Checa,CZ,56294622.00129843,56294622.00129843
2013-08,Canadá,CA,Republica Checa,CZ,55341553.632088766,55341553.632088766
2013-09,Canadá,CA,Republica Checa,CZ,55487201.756290555,55487201.756290555
2013-10,Canadá,CA,Republica Checa,CZ,47188779.73918981,47188779.73918981
2013-11,Canadá,CA,Republica Checa,CZ,47131699.43441928,47131699.43441928
2013-12,Canadá,CA,Republica Checa,CZ,45724423.47217554,45724423.47217554
2014-01,Canadá,CA,Republica Checa,CZ,45909616.079563655,45909616.079563655
2014-02,Canadá,CA,Republica Checa,CZ,45272301.85362471,45272301.85362471
2014-03,Canadá,CA,Republica Checa,CZ,44510201.67618822,44510201.67618822
2014-04,Canadá,CA,Republica Checa,CZ,45011368.11504466,45011368.11504466
2014-05,Canadá,CA,Republica Checa,CZ,45706022.684201784,45706022.684201784
2014-06,Canadá,CA,Republica Checa,CZ,53357798.75840679,53357798.75840679
2014-07,Canadá,CA,Republica Checa,CZ,54107467.52404502,54107467.52404502
2014-08,Canadá,CA,Republica Checa,CZ,54017826.45555864,54017826.45555864
2014-09,Canadá,CA,Republica Checa,CZ,55354196.41694398,55354196.41694398
2014-10,Canadá,CA,Republica Checa,CZ,48074079.96509055,48074079.96509055
2014-11,Canadá,CA,Republica Checa,CZ,48338568.04655593,48338568.04655593
2014-12,Canadá,CA,Republica Checa,CZ,48068548.76528988,48068548.76528988
2015-01,Canadá,CA,Republica Checa,CZ,49862623.38455428,49862623.38455428
2015-02,Canadá,CA,Republica Checa,CZ,49300982.49815121,49300982.49815121
2015-03,Canadá,CA,Republica Checa,CZ,51242633.87138099,51242633.87138099
2015-04,Canadá,CA,Republica Checa,CZ,52580579.73844917,52580579.73844917
2015-05,Canadá,CA,Republica Checa,CZ,51593692.30258964,51593692.30258964
2015-06,Canadá,CA,Republica Checa,CZ,58106534.11421013,58106534.11421013
2015-07,Canadá,CA,Republica Checa,CZ,56995010.05069933,56995010.05069933
2015-08,Canadá,CA,Republica Checa,CZ,54995998.51652159,54995998.51652159
2015-09,Canadá,CA,Republica Checa,CZ,54093513.66540957,54093513.66540957
2015-10,Canadá,CA,Republica Checa,CZ,47668425.85857246,47668425.85857246
2015-11,Canadá,CA,Republica Checa,CZ,49128224.666377775,49128224.666377775
2015-12,Canadá,CA,Republica Checa,CZ,46966684.15209828,46966684.15209828
2016-01,Canadá,CA,Republica Checa,CZ,46394750.272164546,46394750.272164546
2016-02,Canadá,CA,Republica Checa,CZ,46789261.786696196,46789261.786696196
2016-03,Canadá,CA,Republica Checa,CZ,48762786.05611122,48762786.05611122
2016-04,Canadá,CA,Republica Checa,CZ,49223543.57182894,49223543.57182894
2016-05,Canadá,CA,Republica Checa,CZ,49000716.881525144,49000716.881525144
2016-06,Canadá,CA,Republica Checa,CZ,56929203.493515536,56929203.493515536
2016-07,Canadá,CA,Republica Checa,CZ,57121404.643642284,57121404.643642284
2016-08,Canadá,CA,Republica Checa,CZ,56614828.02253422,56614828.02253422
2016-09,Canadá,CA,Republica Checa,CZ,56152923.420604765,56152923.420604765
2016-10,Canadá,CA,Republica Checa,CZ,49107419.62534838,49107419.62534838
2016-11,Canadá,CA,Republica Checa,CZ,49362153.316971265,49362153.316971265
2016-12,Canadá,CA,Republica Checa,CZ,50935107.65752827,50935107.65752827
2017-01,Canadá,CA,Republica Checa,CZ,52261497.529456474,52261497.529456474
2017-02,Canadá,CA,Republica Checa,CZ,52598484.68547302,52598484.68547302
2017-03,Canadá,CA,Republica Checa,CZ,51261010.73340869,51261010.73340869
2017-04,Canadá,CA,Republica Checa,CZ,50898630.74971448,50898630.74971448
2017-05,Canadá,CA,Republica Checa,CZ,48756802.279079475,48756802.279079475
2017-06,Canadá,CA,Republica Checa,CZ,56443034.2136466,56443034.2136466
2017-07,Canadá,CA,Republica Checa,CZ,57599677.363748476,57599677.363748476
2017-08,Canadá,CA,Republica Checa,CZ,56641533.750333875,56641533.750333875
2017-09,Canadá,CA,Republica Checa,CZ,57610170.09801229,57610170.09801229
2017-10,Canadá,CA,Republica Checa,CZ,49545745.36148554,49545745.36148554
2017-11,Canadá,CA,Republica Checa,CZ,48961589.430771835,48961589.430771835
2017-12,Canadá,CA,Republica Checa,CZ,48537883.35347851,48537883.35347851
2018-01,Canadá,CA,Republica Checa,CZ,49451092.869152404,49451092.869152404
2018-02,Canadá,CA,Republica Checa,CZ,48305444.98975925,48305444.98975925
2018-03,Canadá,CA,Republica Checa,CZ,47041886.69326926,47041886.69326926
2018-04,Canadá,CA,Republica Checa,CZ,48008603.14168299,48008603.14168299
2018-05,Canadá,CA,Republica Checa,CZ,49351107.70804571,49351107.70804571
2018-06,Canadá,CA,Republica Checa,CZ,56273767.80255067,56273767.80255067
2018-07,Canadá,CA,Republica Checa,CZ,56166139.29202644,56166139.29202644
2018-08,Canadá,CA,Republica Checa,CZ,57260832.291790105,57260832.291790105
2018-09,Canadá,CA,Republica Checa,CZ,56704063.955609754,56704063.955609754
2018-10,Canadá,CA,Republica Checa,CZ,50217609.64178105,50217609.64178105
2018-11,Canadá,CA,Republica Checa,CZ,50005152.045966856,50005152.045966856
2018-12,Canadá,CA,Republica Checa,CZ,49090871.50938134,49090871.50938134
2019-01,Canadá,CA,Republica Checa,CZ,50451420.56643307,50451420.56643307
2019-02,Canadá,CA,Republica Checa,CZ,51129517.737496614,51129517.737496614
2019-03,Canadá,CA,Republica Checa,CZ,50758860.73155894,50758860.73155894
2019-04,Canadá,CA,Republica Checa,CZ,50992299.05431456,50992299.05431456
2019-05,Canadá,CA,Republica Checa,CZ,50914242.70598132,50914242.70598132
2019-06,Canadá,CA,Republica Checa,CZ,58733140.59092868,58733140.59092868
2019-07,Canadá,CA,Republica Checa,CZ,60005543.373940945,60005543.373940945
2019-08,Canadá,CA,Republica Checa,CZ,59701890.67957015,59701890.67957015
2019-09,Canadá,CA,Republica Checa,CZ,60480446.34340861,60480446.34340861
2019-10,Canadá,CA,Republica Checa,CZ,52578273.54418205,52578273.54418205
2019-11,Canadá,CA,Republica Checa,CZ,52403224.91398985,52403224.91398985
2019-12,Canadá,CA,Republica Checa,CZ,52367941.71220401,52367941.71220401
2020-01,Canadá,CA,Republica Checa,CZ,53936588.51599368,53936588.51599368
2020-02,Canadá,CA,Republica Checa,CZ,54077252.23126194,54077252.23126194
2020-03,Canadá,CA,Republica Checa,CZ,50810461.2548111,50810461.2548111
2020-04,Canadá,CA,Republica Checa,CZ,51240790.28561834,51240790.28561834
2020-05,Canadá,CA,Republica Checa,CZ,51471425.69278349,51471425.69278349
2020-06,Canadá,CA,Republica Checa,CZ,59054844.374517545,59054844.374517545
2020-07,Canadá,CA,Republica Checa,CZ,58189281.91949872,58189281.91949872
2020-08,Canadá,CA,Republica Checa,CZ,57548277.58240885,57548277.58240885
2020-09,Canadá,CA,Republica Checa,CZ,57799113.2057676,57799113.2057676
2020-10,Canadá,CA,Republica Checa,CZ,50346730.23793367,50346730.23793367
2020-11,Canadá,CA,Republica Checa,CZ,50628937.59252352,50628937.59252352
2020-12,Canadá,CA,Republica Checa,CZ,50228310.502281636,50228310.502281636
2021-01,Canadá,CA,Republica Checa,CZ,51634389.794462845,51634389.794462845
2021-02,Canadá,CA,Republica Checa,CZ,52104704.40349882,52104704.40349882
2021-03,Canadá,CA,Republica Checa,CZ,53440368.97089578,53440368.97089578
2021-04,Canadá,CA,Republica Checa,CZ,53420765.31923915,53420765.31923915
2021-05,Canadá,CA,Republica Checa,CZ,54301801.65620564,54301801.65620564
2021-06,Canadá,CA,Republica Checa,CZ,62530315.15402258,62530315.15402258
2021-07,Canadá,CA,Republica Checa,CZ,62138306.85394042,62138306.85394042
2021-08,Canadá,CA,Republica Checa,CZ,62048394.06861647,62048394.06861647
2021-09,Canadá,CA,Republica Checa,CZ,61705435.8098857,61705435.8098857
2021-10,Canadá,CA,Republica Checa,CZ,55415550.659049034,55415550.659049034
2021-11,Canadá,CA,Republica Checa,CZ,55790658.234670155,55790658.234670155
2021-12,Canadá,CA,Republica Checa,CZ,55315221.60660772,55315221.60660772
2022-01,Canadá,CA,Republica Checa,CZ,57180580.60794831,57180580.60794831
2022-02,Canadá,CA,Republica Checa,CZ,56625665.06265802,56625665.06265802
2022-03,Canadá,CA,Republica Checa,CZ,58543873.10057096,58543873.10057096
2022-04,Canadá,CA,Republica Checa,CZ,59818911.25726233,59818911.25726233
2022-05,Canadá,CA,Republica Checa,CZ,60100643.48945085,60100643.48945085
2022-06,Canadá,CA,Republica Checa,CZ,69378686.63465612,69378686.63465612
2022-07,Canadá,CA,Republica Checa,CZ,71257727.34006152,71257727.34006152
2022-08,Canadá,CA,Republica Checa,CZ,71812713.46281284,71812713.46281284
2022-09,Canadá,CA,Republica Checa,CZ,71221584.90288784,71221584.90288784
2022-10,Canadá,CA,Republica Checa,CZ,60595567.867037505,60595567.867037505
2022-11,Canadá,CA,Republica Checa,CZ,59574731.47159415,59574731.47159415
2022-12,Canadá,CA,Republica Checa,CZ,56797294.92533575,56797294.92533575
2023-01,Canadá,CA,Republica Checa,CZ,57574139.79001105,57574139.79001105
2023-02,Canadá,CA,Republica Checa,CZ,57871977.92531274,57871977.92531274
2023-03,Canadá,CA,Republica Checa,CZ,56887886.34294952,56887886.34294952
2023-04,Canadá,CA,Republica Checa,CZ,56338239.7680371,56338239.7680371
2023-05,Canadá,CA,Republica Checa,CZ,56738466.61714841,56738466.61714841
2023-06,Canadá,CA,Republica Checa,CZ,66486496.14588345,66486496.14588345
2023-07,Canadá,CA,Republica Checa,CZ,65560366.03044798,65560366.03044798
2023-08,Canadá,CA,Republica Checa,CZ,65177707.20350349,65177707.20350349
2023-09,Canadá,CA,Republica Checa,CZ,66285040.495630495,66285040.495630495
2023-10,Canadá,CA,Republica Checa,CZ,57572874.17396046,57572874.17396046
2023-11,Canadá,CA,Republica Checa,CZ,56200154.29496734,56200154.29496734
2023-12,Canadá,CA,Republica Checa,CZ,56869541.27231965,56869541.27231965
2024-01,Canadá,CA,Republica Checa,CZ,58095823.93547946,58095823.93547946
2024-02,Canadá,CA,Republica Checa,CZ,58361369.6775885,58361369.6775885
2024-03,Canadá,CA,Republica Checa,CZ,57720841.637777954,57720841.637777954
2024-04,Canadá,CA,Republica Checa,CZ,57977510.57237014,57977510.57237014
2024-05,Canadá,CA,Republica Checa,CZ,57511563.82245984,57511563.82245984
2024-06,Canadá,CA,Republica Checa,CZ,66272309.700164415,66272309.700164415
2024-07,Canadá,CA,Republica Checa,CZ,65744071.11735044,65744071.11735044
2024-08,Canadá,CA,Republica Checa,CZ,64953108.718305744,64953108.718305744
2024-09,Canadá,CA,Republica Checa,CZ,65007552.94184834,65007552.94184834
2024-10,Canadá,CA,Republica Checa,CZ,56693452.26875405,56693452.26875405
2024-11,Canadá,CA,Republica Checa,CZ,57219241.051679485,57219241.051679485
2024-12,Canadá,CA,Republica Checa,CZ,56989416.73008136,56989416.73008136
2025-01,Canadá,CA,Republica Checa,CZ,58151178.8321569,58151178.8321569
2025-02,Canadá,CA,Republica Checa,CZ,58191519.48128975,58191519.48128975
2025-03,Canadá,CA,Republica Checa,CZ,55848607.313712165,55848607.313712165
2025-04,Canadá,CA,Republica Checa,CZ,55198006.92734987,55198006.92734987
2025-05,Canadá,CA,Republica Checa,CZ,55392388.11194267,55392388.11194267
2025-06,Canadá,CA,Republica Checa,CZ,63265121.05915234,63265121.05915234
2025-07,Canadá,CA,Republica Checa,CZ,62362332.67951429,62362332.67951429
2025-08,Canadá,CA,Republica Checa,CZ,62070724.44513132,62070724.44513132
2025-09,Canadá,CA,Republica Checa,CZ,61422159.225135855,61422159.225135855
2025-10,Canadá,CA,Republica Checa,CZ,53234200.21400576,53234200.21400576
2025-11,Canadá,CA,Republica Checa,CZ,53339241.680104055,53339241.680104055
2025-12,Canadá,CA,Republica Checa,CZ,53602721.36893214,53602721.36893214
2026-01,Canadá,CA,Republica Checa,CZ,54617778.602197066,54617778.602197066
2026-02,Canadá,CA,Republica Checa,CZ,,
2013-01,Canadá,CA,Alemania,DE,303279903.2261483,1010933010.7538278
2013-02,Canadá,CA,Alemania,DE,296795352.18478477,989317840.6159494
2013-03,Canadá,CA,Alemania,DE,301086923.7948996,1003623079.3163321
2013-04,Canadá,CA,Alemania,DE,301485894.7670674,1004952982.5568913
2013-05,Canadá,CA,Alemania,DE,301719113.22008896,1005730377.4002967
2013-06,Canadá,CA,Alemania,DE,338341025.6881746,1127803418.9605823
2013-07,Canadá,CA,Alemania,DE,337767732.0077906,1125892440.0259688
2013-08,Canadá,CA,Alemania,DE,332049321.7925326,1106831072.6417756
2013-09,Canadá,CA,Alemania,DE,332923210.5377434,1109744035.1258113
2013-10,Canadá,CA,Alemania,DE,283132678.4351389,943775594.7837964
2013-11,Canadá,CA,Alemania,DE,282790196.60651577,942633988.688386
2013-12,Canadá,CA,Alemania,DE,274346540.8330533,914488469.443511
2014-01,Canadá,CA,Alemania,DE,275457696.477382,918192321.5912732
2014-02,Canadá,CA,Alemania,DE,271633811.1217483,905446037.0724943
2014-03,Canadá,CA,Alemania,DE,267061210.0571294,890204033.5237646
2014-04,Canadá,CA,Alemania,DE,270068208.69026804,900227362.3008933
2014-05,Canadá,CA,Alemania,DE,274236136.1052108,914120453.6840358
2014-06,Canadá,CA,Alemania,DE,320146792.5504408,1067155975.1681359
2014-07,Canadá,CA,Alemania,DE,324644805.1442702,1082149350.4809005
2014-08,Canadá,CA,Alemania,DE,324106958.7333519,1080356529.111173
2014-09,Canadá,CA,Alemania,DE,332125178.501664,1107083928.3388798
2014-10,Canadá,CA,Alemania,DE,288444479.7905434,961481599.3018112
2014-11,Canadá,CA,Alemania,DE,290031408.2793357,966771360.9311187
2014-12,Canadá,CA,Alemania,DE,288411292.59173936,961370975.3057978
2015-01,Canadá,CA,Alemania,DE,299175740.3073257,997252467.6910857
2015-02,Canadá,CA,Alemania,DE,295805894.9889073,986019649.9630243
2015-03,Canadá,CA,Alemania,DE,307455803.2282859,1024852677.4276198
2015-04,Canadá,CA,Alemania,DE,315483478.430695,1051611594.7689834
2015-05,Canadá,CA,Alemania,DE,309562153.8155378,1031873846.0517927
2015-06,Canadá,CA,Alemania,DE,348639204.6852608,1162130682.2842023
2015-07,Canadá,CA,Alemania,DE,341970060.304196,1139900201.0139866
2015-08,Canadá,CA,Alemania,DE,329975991.0991295,1099919970.3304315
2015-09,Canadá,CA,Alemania,DE,324561081.99245745,1081870273.3081913
2015-10,Canadá,CA,Alemania,DE,286010555.1514348,953368517.1714493
2015-11,Canadá,CA,Alemania,DE,294769347.99826664,982564493.3275555
2015-12,Canadá,CA,Alemania,DE,281800104.9125897,939333683.0419657
2016-01,Canadá,CA,Alemania,DE,278368501.6329873,927895005.4432911
2016-02,Canadá,CA,Alemania,DE,280735570.72017723,935785235.7339242
2016-03,Canadá,CA,Alemania,DE,292576716.33666736,975255721.1222246
2016-04,Canadá,CA,Alemania,DE,295341261.43097365,984470871.436579
2016-05,Canadá,CA,Alemania,DE,294004301.2891509,980014337.630503
2016-06,Canadá,CA,Alemania,DE,341575220.96109337,1138584069.8703113
2016-07,Canadá,CA,Alemania,DE,342728427.8618538,1142428092.8728461
2016-08,Canadá,CA,Alemania,DE,339688968.13520545,1132296560.450685
2016-09,Canadá,CA,Alemania,DE,336917540.5236287,1123058468.4120958
2016-10,Canadá,CA,Alemania,DE,294644517.75209033,982148392.5069679
2016-11,Canadá,CA,Alemania,DE,296172919.90182763,987243066.3394256
2016-12,Canadá,CA,Alemania,DE,305610645.9451696,1018702153.1505655
2017-01,Canadá,CA,Alemania,DE,313568985.17673886,1045229950.5891297
2017-02,Canadá,CA,Alemania,DE,315590908.1128381,1051969693.7094604
2017-03,Canadá,CA,Alemania,DE,307566064.40045214,1025220214.6681739
2017-04,Canadá,CA,Alemania,DE,305391784.4982869,1017972614.9942898
2017-05,Canadá,CA,Alemania,DE,292540813.67447686,975136045.5815896
2017-06,Canadá,CA,Alemania,DE,338658205.2818796,1128860684.272932
2017-07,Canadá,CA,Alemania,DE,345598064.1824909,1151993547.2749696
2017-08,Canadá,CA,Alemania,DE,339849202.50200325,1132830675.0066776
2017-09,Canadá,CA,Alemania,DE,345661020.5880738,1152203401.960246
2017-10,Canadá,CA,Alemania,DE,297274472.16891325,990914907.2297108
2017-11,Canadá,CA,Alemania,DE,293769536.584631,979231788.6154368
2017-12,Canadá,CA,Alemania,DE,291227300.1208711,970757667.0695704
2018-01,Canadá,CA,Alemania,DE,296706557.21491444,989021857.3830482
2018-02,Canadá,CA,Alemania,DE,289832669.9385555,966108899.795185
2018-03,Canadá,CA,Alemania,DE,282251320.1596156,940837733.8653852
2018-04,Canadá,CA,Alemania,DE,288051618.85009795,960172062.8336598
2018-05,Canadá,CA,Alemania,DE,296106646.24827427,987022154.1609142
2018-06,Canadá,CA,Alemania,DE,337642606.81530404,1125475356.0510132
2018-07,Canadá,CA,Alemania,DE,336996835.75215864,1123322785.8405285
2018-08,Canadá,CA,Alemania,DE,343564993.75074065,1145216645.835802
2018-09,Canadá,CA,Alemania,DE,340224383.73365855,1134081279.112195
2018-10,Canadá,CA,Alemania,DE,301305657.8506863,1004352192.835621
2018-11,Canadá,CA,Alemania,DE,300030912.2758011,1000103040.9193372
2018-12,Canadá,CA,Alemania,DE,294545229.056288,981817430.1876267
2019-01,Canadá,CA,Alemania,DE,302708523.39859843,1009028411.3286614
2019-02,Canadá,CA,Alemania,DE,306777106.4249796,1022590354.7499323
2019-03,Canadá,CA,Alemania,DE,304553164.38935363,1015177214.6311789
2019-04,Canadá,CA,Alemania,DE,305953794.3258873,1019845981.0862912
2019-05,Canadá,CA,Alemania,DE,305485456.2358879,1018284854.1196264
2019-06,Canadá,CA,Alemania,DE,352398843.54557204,1174662811.8185737
2019-07,Canadá,CA,Alemania,DE,360033260.2436456,1200110867.478819
2019-08,Canadá,CA,Alemania,DE,358211344.0774209,1194037813.5914032
2019-09,Canadá,CA,Alemania,DE,362882678.0604516,1209608926.8681722
2019-10,Canadá,CA,Alemania,DE,315469641.2650923,1051565470.883641
2019-11,Canadá,CA,Alemania,DE,314419349.48393905,1048064498.2797971
2019-12,Canadá,CA,Alemania,DE,314207650.27322406,1047358834.2440803
2020-01,Canadá,CA,Alemania,DE,323619531.0959621,1078731770.3198738
2020-02,Canadá,CA,Alemania,DE,324463513.3875717,1081545044.625239
2020-03,Canadá,CA,Alemania,DE,304862767.52886665,1016209225.0962222
2020-04,Canadá,CA,Alemania,DE,307444741.71371007,1024815805.712367
2020-05,Canadá,CA,Alemania,DE,308828554.15670097,1029428513.8556699
2020-06,Canadá,CA,Alemania,DE,354329066.24710536,1181096887.4903512
2020-07,Canadá,CA,Alemania,DE,349135691.5169924,1163785638.3899746
2020-08,Canadá,CA,Alemania,DE,345289665.4944532,1150965551.6481771
2020-09,Canadá,CA,Alemania,DE,346794679.23460567,1155982264.1153522
2020-10,Canadá,CA,Alemania,DE,302080381.42760205,1006934604.7586735
2020-11,Canadá,CA,Alemania,DE,303773625.55514115,1012578751.8504705
2020-12,Canadá,CA,Alemania,DE,301369863.0136898,1004566210.0456328
2021-01,Canadá,CA,Alemania,DE,309806338.76677716,1032687795.8892571
2021-02,Canadá,CA,Alemania,DE,312628226.42099303,1042094088.0699767
2021-03,Canadá,CA,Alemania,DE,320642213.8253748,1068807379.4179158
2021-04,Canadá,CA,Alemania,DE,320524591.91543496,1068415306.3847831
2021-05,Canadá,CA,Alemania,DE,325810809.9372339,1086036033.124113
2021-06,Canadá,CA,Alemania,DE,375181890.9241356,1250606303.0804522
2021-07,Canadá,CA,Alemania,DE,372829841.1236427,1242766137.078809
2021-08,Canadá,CA,Alemania,DE,372290364.411699,1240967881.37233
2021-09,Canadá,CA,Alemania,DE,370232614.8593144,1234108716.1977146
2021-10,Canadá,CA,Alemania,DE,332493303.95429426,1108311013.180981
2021-11,Canadá,CA,Alemania,DE,334743949.408021,1115813164.6934032
2021-12,Canadá,CA,Alemania,DE,331891329.63964635,1106304432.1321545
2022-01,Canadá,CA,Alemania,DE,343083483.6476899,1143611612.1589663
2022-02,Canadá,CA,Alemania,DE,339753990.3759482,1132513301.2531607
2022-03,Canadá,CA,Alemania,DE,351263238.6034258,1170877462.0114195
2022-04,Canadá,CA,Alemania,DE,358913467.54357404,1196378225.1452467
2022-05,Canadá,CA,Alemania,DE,360603860.9367051,1202012869.7890172
2022-06,Canadá,CA,Alemania,DE,416272119.80793685,1387573732.6931226
2022-07,Canadá,CA,Alemania,DE,427546364.0403692,1425154546.8012307
2022-08,Canadá,CA,Alemania,DE,430876280.77687716,1436254269.2562573
2022-09,Canadá,CA,Alemania,DE,427329509.41732717,1424431698.0577571
2022-10,Canadá,CA,Alemania,DE,363573407.2022251,1211911357.3407505
2022-11,Canadá,CA,Alemania,DE,357448388.8295649,1191494629.431883
2022-12,Canadá,CA,Alemania,DE,340783769.5520145,1135945898.5067153
2023-01,Canadá,CA,Alemania,DE,345444838.7400663,1151482795.800221
2023-02,Canadá,CA,Alemania,DE,347231867.5518765,1157439558.506255
2023-03,Canadá,CA,Alemania,DE,341327318.0576971,1137757726.8589904
2023-04,Canadá,CA,Alemania,DE,338029438.60822266,1126764795.3607423
2023-05,Canadá,CA,Alemania,DE,340430799.70289046,1134769332.3429682
2023-06,Canadá,CA,Alemania,DE,398918976.87530077,1329729922.917669
2023-07,Canadá,CA,Alemania,DE,393362196.182688,1311207320.60896
2023-08,Canadá,CA,Alemania,DE,391066243.221021,1303554144.07007
2023-09,Canadá,CA,Alemania,DE,397710242.9737831,1325700809.91261
2023-10,Canadá,CA,Alemania,DE,345437245.0437628,1151457483.4792094
2023-11,Canadá,CA,Alemania,DE,337200925.76980406,1124003085.8993468
2023-12,Canadá,CA,Alemania,DE,341217247.6339179,1137390825.4463933
2024-01,Canadá,CA,Alemania,DE,348574943.6128768,1161916478.7095892
2024-02,Canadá,CA,Alemania,DE,350168218.06553096,1167227393.55177
2024-03,Canadá,CA,Alemania,DE,346325049.8266677,1154416832.755559
2024-04,Canadá,CA,Alemania,DE,347865063.43422085,1159550211.4474027
2024-05,Canadá,CA,Alemania,DE,345069382.934759,1150231276.4491968
2024-06,Canadá,CA,Alemania,DE,397633858.2009865,1325446194.0032883
2024-07,Canadá,CA,Alemania,DE,394464426.70410264,1314881422.3470087
2024-08,Canadá,CA,Alemania,DE,389718652.3098345,1299062174.3661149
2024-09,Canadá,CA,Alemania,DE,390045317.65109,1300151058.8369668
2024-10,Canadá,CA,Alemania,DE,340160713.6125243,1133869045.375081
2024-11,Canadá,CA,Alemania,DE,343315446.3100769,1144384821.0335896
2024-12,Canadá,CA,Alemania,DE,341936500.38048816,1139788334.601627
2025-01,Canadá,CA,Alemania,DE,348907072.9929414,1163023576.643138
2025-02,Canadá,CA,Alemania,DE,349149116.88773847,1163830389.625795
2025-03,Canadá,CA,Alemania,DE,335091643.88227296,1116972146.2742434
2025-04,Canadá,CA,Alemania,DE,331188041.5640992,1103960138.5469975
2025-05,Canadá,CA,Alemania,DE,332354328.671656,1107847762.2388535
2025-06,Canadá,CA,Alemania,DE,379590726.354914,1265302421.1830466
2025-07,Canadá,CA,Alemania,DE,374173996.0770856,1247246653.5902855
2025-08,Canadá,CA,Alemania,DE,372424346.6707878,1241414488.902626
2025-09,Canadá,CA,Alemania,DE,368532955.35081506,1228443184.5027168
2025-10,Canadá,CA,Alemania,DE,319405201.28403455,1064684004.2801152
2025-11,Canadá,CA,Alemania,DE,320035450.08062434,1066784833.6020812
2025-12,Canadá,CA,Alemania,DE,321616328.2135928,1072054427.3786429
2026-01,Canadá,CA,Alemania,DE,327706671.6131824,1092355572.0439415
2026-02,Canadá,CA,Alemania,DE,,
2013-01,Canadá,CA,Espana,ES,101093301.07538275,151639951.61307415
2013-02,Canadá,CA,Espana,ES,98931784.0615949,148397676.09239239
2013-03,Canadá,CA,Espana,ES,100362307.93163319,150543461.8974498
2013-04,Canadá,CA,Espana,ES,100495298.2556891,150742947.3835337
2013-05,Canadá,CA,Espana,ES,100573037.74002965,150859556.61004448
2013-06,Canadá,CA,Espana,ES,112780341.89605819,169170512.8440873
2013-07,Canadá,CA,Espana,ES,112589244.00259686,168883866.0038953
2013-08,Canadá,CA,Espana,ES,110683107.26417753,166024660.8962663
2013-09,Canadá,CA,Espana,ES,110974403.51258111,166461605.2688717
2013-10,Canadá,CA,Espana,ES,94377559.47837962,141566339.21756944
2013-11,Canadá,CA,Espana,ES,94263398.86883856,141395098.30325788
2013-12,Canadá,CA,Espana,ES,91448846.94435108,137173270.41652665
2014-01,Canadá,CA,Espana,ES,91819232.15912731,137728848.238691
2014-02,Canadá,CA,Espana,ES,90544603.70724942,135816905.56087416
2014-03,Canadá,CA,Espana,ES,89020403.35237645,133530605.0285647
2014-04,Canadá,CA,Espana,ES,90022736.23008932,135034104.34513402
2014-05,Canadá,CA,Espana,ES,91412045.36840357,137118068.0526054
2014-06,Canadá,CA,Espana,ES,106715597.51681358,160073396.2752204
2014-07,Canadá,CA,Espana,ES,108214935.04809004,162322402.5721351
2014-08,Canadá,CA,Espana,ES,108035652.91111729,162053479.36667594
2014-09,Canadá,CA,Espana,ES,110708392.83388796,166062589.250832
2014-10,Canadá,CA,Espana,ES,96148159.9301811,144222239.8952717
2014-11,Canadá,CA,Espana,ES,96677136.09311186,145015704.13966784
2014-12,Canadá,CA,Espana,ES,96137097.53057976,144205646.29586968
2015-01,Canadá,CA,Espana,ES,99725246.76910856,149587870.15366286
2015-02,Canadá,CA,Espana,ES,98601964.99630243,147902947.49445364
2015-03,Canadá,CA,Espana,ES,102485267.74276198,153727901.61414295
2015-04,Canadá,CA,Espana,ES,105161159.47689834,157741739.2153475
2015-05,Canadá,CA,Espana,ES,103187384.60517928,154781076.9077689
2015-06,Canadá,CA,Espana,ES,116213068.22842026,174319602.3426304
2015-07,Canadá,CA,Espana,ES,113990020.10139866,170985030.152098
2015-08,Canadá,CA,Espana,ES,109991997.03304318,164987995.54956475
