fecha,pais,pais_code,socio,socio_code,exportaciones,importaciones,moneda_original,exportaciones_orig,importaciones_orig
2019-08,Reino Unido,GB,Chile,CL,76666666.66666667,153333333.33333334,GBP,76666666.66666667,153333333.33333334
2019-09,Reino Unido,GB,Chile,CL,84333333.33333334,168666666.6666667,GBP,84333333.33333334,168666666.6666667
2019-10,Reino Unido,GB,Chile,CL,84333333.33333334,168666666.6666667,GBP,84333333.33333334,168666666.6666667
2019-11,Reino Unido,GB,Chile,CL,84333333.33333334,168666666.6666667,GBP,84333333.33333334,168666666.6666667
2019-12,Reino Unido,GB,Chile,CL,76666666.66666667,153333333.33333334,GBP,76666666.66666667,153333333.33333334
2020-01,Reino Unido,GB,Chile,CL,78333333.33333333,156666666.66666666,GBP,78333333.33333333,156666666.66666666
2020-02,Reino Unido,GB,Chile,CL,78333333.33333333,156666666.66666666,GBP,78333333.33333333,156666666.66666666
2020-03,Reino Unido,GB,Chile,CL,86166666.66666667,172333333.33333334,GBP,86166666.66666667,172333333.33333334
2020-04,Reino Unido,GB,Chile,CL,86166666.66666667,172333333.33333334,GBP,86166666.66666667,172333333.33333334
2020-05,Reino Unido,GB,Chile,CL,78333333.33333333,156666666.66666666,GBP,78333333.33333333,156666666.66666666
2020-06,Reino Unido,GB,Chile,CL,78333333.33333333,156666666.66666666,GBP,78333333.33333333,156666666.66666666
2020-07,Reino Unido,GB,Chile,CL,78333333.33333333,156666666.66666666,GBP,78333333.33333333,156666666.66666666
2020-08,Reino Unido,GB,Chile,CL,78333333.33333333,156666666.66666666,GBP,78333333.33333333,156666666.66666666
2020-09,Reino Unido,GB,Chile,CL,86166666.66666667,172333333.33333334,GBP,86166666.66666667,172333333.33333334
2020-10,Reino Unido,GB,Chile,CL,86166666.66666667,172333333.33333334,GBP,86166666.66666667,172333333.33333334
2020-11,Reino Unido,GB,Chile,CL,86166666.66666667,172333333.33333334,GBP,86166666.66666667,172333333.33333334
2020-12,Reino Unido,GB,Chile,CL,78333333.33333333,156666666.66666666,GBP,78333333.33333333,156666666.66666666
2021-01,Reino Unido,GB,Chile,CL,79999999.99999999,159999999.99999997,GBP,79999999.99999999,159999999.99999997
2021-02,Reino Unido,GB,Chile,CL,79999999.99999999,159999999.99999997,GBP,79999999.99999999,159999999.99999997
2021-03,Reino Unido,GB,Chile,CL,87999999.99999999,175999999.99999997,GBP,87999999.99999999,175999999.99999997
2021-04,Reino Unido,GB,Chile,CL,87999999.99999999,175999999.99999997,GBP,87999999.99999999,175999999.99999997
2021-05,Reino Unido,GB,Chile,CL,79999999.99999999,159999999.99999997,GBP,79999999.99999999,159999999.99999997
2021-06,Reino Unido,GB,Chile,CL,79999999.99999999,159999999.99999997,GBP,79999999.99999999,159999999.99999997
2021-07,Reino Unido,GB,Chile,CL,79999999.99999999,159999999.99999997,GBP,79999999.99999999,159999999.99999997
2021-08,Reino Unido,GB,Chile,CL,79999999.99999999,159999999.99999997,GBP,79999999.99999999,159999999.99999997
2021-09,Reino Unido,GB,Chile,CL,87999999.99999999,175999999.99999997,GBP,87999999.99999999,175999999.99999997
2021-10,Reino Unido,GB,Chile,CL,87999999.99999999,175999999.99999997,GBP,87999999.99999999,175999999.99999997
2021-11,Reino Unido,GB,Chile,CL,87999999.99999999,175999999.99999997,GBP,87999999.99999999,175999999.99999997
2021-12,Reino Unido,GB,Chile,CL,79999999.99999999,159999999.99999997,GBP,79999999.99999999,159999999.99999997
2022-01,Reino Unido,GB,Chile,CL,81666666.66666666,163333333.3333333,GBP,81666666.66666666,163333333.3333333
2022-02,Reino Unido,GB,Chile,CL,81666666.66666666,163333333.3333333,GBP,81666666.66666666,163333333.3333333
2022-03,Reino Unido,GB,Chile,CL,89833333.33333333,179666666.66666666,GBP,89833333.33333333,179666666.66666666
2022-04,Reino Unido,GB,Chile,CL,89833333.33333333,179666666.66666666,GBP,89833333.33333333,179666666.66666666
2022-05,Reino Unido,GB,Chile,CL,81666666.66666666,163333333.3333333,GBP,81666666.66666666,163333333.3333333
2022-06,Reino Unido,GB,Chile,CL,81666666.66666666,163333333.3333333,GBP,81666666.66666666,163333333.3333333
2022-07,Reino Unido,GB,Chile,CL,81666666.66666666,163333333.3333333,GBP,81666666.66666666,163333333.3333333
2022-08,Reino Unido,GB,Chile,CL,81666666.66666666,163333333.3333333,GBP,81666666.66666666,163333333.3333333
2022-09,Reino Unido,GB,Chile,CL,89833333.33333333,179666666.66666666,GBP,89833333.33333333,179666666.66666666
2022-10,Reino Unido,GB,Chile,CL,89833333.33333333,179666666.66666666,GBP,89833333.33333333,179666666.66666666
2022-11,Reino Unido,GB,Chile,CL,89833333.33333333,179666666.66666666,GBP,89833333.33333333,179666666.66666666
2022-12,Reino Unido,GB,Chile,CL,81666666.66666666,163333333.3333333,GBP,81666666.66666666,163333333.3333333
2023-01,Reino Unido,GB,Chile,CL,83333333.33333333,166666666.66666666,GBP,83333333.33333333,166666666.66666666
2023-02,Reino Unido,GB,Chile,CL,83333333.33333333,166666666.66666666,GBP,83333333.33333333,166666666.66666666
2023-03,Reino Unido,GB,Chile,CL,91666666.66666667,183333333.33333334,GBP,91666666.66666667,183333333.33333334
2023-04,Reino Unido,GB,Chile,CL,91666666.66666667,183333333.33333334,GBP,91666666.66666667,183333333.33333334
2023-05,Reino Unido,GB,Chile,CL,83333333.33333333,166666666.66666666,GBP,83333333.33333333,166666666.66666666
2023-06,Reino Unido,GB,Chile,CL,83333333.33333333,166666666.66666666,GBP,83333333.33333333,166666666.66666666
2023-07,Reino Unido,GB,Chile,CL,83333333.33333333,166666666.66666666,GBP,83333333.33333333,166666666.66666666
2023-08,Reino Unido,GB,Chile,CL,83333333.33333333,166666666.66666666,GBP,83333333.33333333,166666666.66666666
2023-09,Reino Unido,GB,Chile,CL,91666666.66666667,183333333.33333334,GBP,91666666.66666667,183333333.33333334
2023-10,Reino Unido,GB,Chile,CL,91666666.66666667,183333333.33333334,GBP,91666666.66666667,183333333.33333334
2023-11,Reino Unido,GB,Chile,CL,91666666.66666667,183333333.33333334,GBP,91666666.66666667,183333333.33333334
2023-12,Reino Unido,GB,Chile,CL,83333333.33333333,166666666.66666666,GBP,83333333.33333333,166666666.66666666
2024-01,Reino Unido,GB,Chile,CL,85000000.0,170000000.0,GBP,85000000.0,170000000.0
2024-02,Reino Unido,GB,Chile,CL,85000000.0,170000000.0,GBP,85000000.0,170000000.0
2024-03,Reino Unido,GB,Chile,CL,93500000.00000001,187000000.00000003,GBP,93500000.00000001,187000000.00000003
2024-04,Reino Unido,GB,Chile,CL,93500000.00000001,187000000.00000003,GBP,93500000.00000001,187000000.00000003
2024-05,Reino Unido,GB,Chile,CL,85000000.0,170000000.0,GBP,85000000.0,170000000.0
2024-06,Reino Unido,GB,Chile,CL,85000000.0,170000000.0,GBP,85000000.0,170000000.0
2024-07,Reino Unido,GB,Chile,CL,85000000.0,170000000.0,GBP,85000000.0,170000000.0
2024-08,Reino Unido,GB,Chile,CL,85000000.0,170000000.0,GBP,85000000.0,170000000.0
2024-09,Reino Unido,GB,Chile,CL,93500000.00000001,187000000.00000003,GBP,93500000.00000001,187000000.00000003
2024-10,Reino Unido,GB,Chile,CL,93500000.00000001,187000000.00000003,GBP,93500000.00000001,187000000.00000003
2024-11,Reino Unido,GB,Chile,CL,93500000.00000001,187000000.00000003,GBP,93500000.00000001,187000000.00000003
2024-12,Reino Unido,GB,Chile,CL,85000000.0,170000000.0,GBP,85000000.0,170000000.0
2025-01,Reino Unido,GB,Chile,CL,86666666.66666667,173333333.33333334,GBP,86666666.66666667,173333333.33333334
2025-02,Reino Unido,GB,Chile,CL,86666666.66666667,173333333.33333334,GBP,86666666.66666667,173333333.33333334
2025-03,Reino Unido,GB,Chile,CL,95333333.33333334,190666666.6666667,GBP,95333333.33333334,190666666.6666667
2025-04,Reino Unido,GB,Chile,CL,95333333.33333334,190666666.6666667,GBP,95333333.33333334,190666666.6666667
2025-05,Reino Unido,GB,Chile,CL,86666666.66666667,173333333.33333334,GBP,86666666.66666667,173333333.33333334
2025-06,Reino Unido,GB,Chile,CL,86666666.66666667,173333333.33333334,GBP,86666666.66666667,173333333.33333334
2025-07,Reino Unido,GB,Chile,CL,86666666.66666667,173333333.33333334,GBP,86666666.66666667,173333333.33333334
2025-08,Reino Unido,GB,Chile,CL,86666666.66666667,173333333.33333334,GBP,86666666.66666667,173333333.33333334
2025-09,Reino Unido,GB,Chile,CL,95333333.33333334,190666666.6666667,GBP,95333333.33333334,190666666.6666667
2025-10,Reino Unido,GB,Chile,CL,95333333.33333334,190666666.6666667,GBP,95333333.33333334,190666666.6666667
2025-11,Reino Unido,GB,Chile,CL,95333333.33333334,190666666.6666667,GBP,95333333.33333334,190666666.6666667
2025-12,Reino Unido,GB,Chile,CL,86666666.66666667,173333333.33333334,GBP,86666666.66666667,173333333.33333334
2026-01,Reino Unido,GB,Chile,CL,88333333.33333333,176666666.66666666,GBP,88333333.33333333,176666666.66666666
2026-02,Reino Unido,GB,Chile,CL,88333333.33333333,176666666.66666666,GBP,88333333.33333333,176666666.66666666
2013-01,Reino Unido,GB,China,CN,1333333333.3333335,4666666666.666667,GBP,1333333333.3333335,4666666666.666667
2013-02,Reino Unido,GB,China,CN,1333333333.3333335,4666666666.666667,GBP,1333333333.3333335,4666666666.666667
2013-03,Reino Unido,GB,China,CN,1466666666.666667,5133333333.333334,GBP,1466666666.666667,5133333333.333334
2013-04,Reino Unido,GB,China,CN,1466666666.666667,5133333333.333334,GBP,1466666666.666667,5133333333.333334
2013-05,Reino Unido,GB,China,CN,1333333333.3333335,4666666666.666667,GBP,1333333333.3333335,4666666666.666667
2013-06,Reino Unido,GB,China,CN,1333333333.3333335,4666666666.666667,GBP,1333333333.3333335,4666666666.666667
2013-07,Reino Unido,GB,China,CN,1333333333.3333335,4666666666.666667,GBP,1333333333.3333335,4666666666.666667
2013-08,Reino Unido,GB,China,CN,1333333333.3333335,4666666666.666667,GBP,1333333333.3333335,4666666666.666667
2013-09,Reino Unido,GB,China,CN,1466666666.666667,5133333333.333334,GBP,1466666666.666667,5133333333.333334
2013-10,Reino Unido,GB,China,CN,1466666666.666667,5133333333.333334,GBP,1466666666.666667,5133333333.333334
2013-11,Reino Unido,GB,China,CN,1466666666.666667,5133333333.333334,GBP,1466666666.666667,5133333333.333334
2013-12,Reino Unido,GB,China,CN,1333333333.3333335,4666666666.666667,GBP,1333333333.3333335,4666666666.666667
2014-01,Reino Unido,GB,China,CN,1366666666.6666667,4783333333.333333,GBP,1366666666.6666667,4783333333.333333
2014-02,Reino Unido,GB,China,CN,1366666666.6666667,4783333333.333333,GBP,1366666666.6666667,4783333333.333333
2014-03,Reino Unido,GB,China,CN,1503333333.3333335,5261666666.666667,GBP,1503333333.3333335,5261666666.666667
2014-04,Reino Unido,GB,China,CN,1503333333.3333335,5261666666.666667,GBP,1503333333.3333335,5261666666.666667
2014-05,Reino Unido,GB,China,CN,1366666666.6666667,4783333333.333333,GBP,1366666666.6666667,4783333333.333333
2014-06,Reino Unido,GB,China,CN,1366666666.6666667,4783333333.333333,GBP,1366666666.6666667,4783333333.333333
2014-07,Reino Unido,GB,China,CN,1366666666.6666667,4783333333.333333,GBP,1366666666.6666667,4783333333.333333
2014-08,Reino Unido,GB,China,CN,1366666666.6666667,4783333333.333333,GBP,1366666666.6666667,4783333333.333333
2014-09,Reino Unido,GB,China,CN,1503333333.3333335,5261666666.666667,GBP,1503333333.3333335,5261666666.666667
2014-10,Reino Unido,GB,China,CN,1503333333.3333335,5261666666.666667,GBP,1503333333.3333335,5261666666.666667
2014-11,Reino Unido,GB,China,CN,1503333333.3333335,5261666666.666667,GBP,1503333333.3333335,5261666666.666667
2014-12,Reino Unido,GB,China,CN,1366666666.6666667,4783333333.333333,GBP,1366666666.6666667,4783333333.333333
2015-01,Reino Unido,GB,China,CN,1400000000.0,4900000000.0,GBP,1400000000.0,4900000000.0
2015-02,Reino Unido,GB,China,CN,1400000000.0,4900000000.0,GBP,1400000000.0,4900000000.0
2015-03,Reino Unido,GB,China,CN,1540000000.0000002,5390000000.0,GBP,1540000000.0000002,5390000000.0
2015-04,Reino Unido,GB,China,CN,1540000000.0000002,5390000000.0,GBP,1540000000.0000002,5390000000.0
2015-05,Reino Unido,GB,China,CN,1400000000.0,4900000000.0,GBP,1400000000.0,4900000000.0
2015-06,Reino Unido,GB,China,CN,1400000000.0,4900000000.0,GBP,1400000000.0,4900000000.0
2015-07,Reino Unido,GB,China,CN,1400000000.0,4900000000.0,GBP,1400000000.0,4900000000.0
2015-08,Reino Unido,GB,China,CN,1400000000.0,4900000000.0,GBP,1400000000.0,4900000000.0
2015-09,Reino Unido,GB,China,CN,1540000000.0000002,5390000000.0,GBP,1540000000.0000002,5390000000.0
2015-10,Reino Unido,GB,China,CN,1540000000.0000002,5390000000.0,GBP,1540000000.0000002,5390000000.0
2015-11,Reino Unido,GB,China,CN,1540000000.0000002,5390000000.0,GBP,1540000000.0000002,5390000000.0
2015-12,Reino Unido,GB,China,CN,1400000000.0,4900000000.0,GBP,1400000000.0,4900000000.0
2016-01,Reino Unido,GB,China,CN,1433333333.3333335,5016666666.666666,GBP,1433333333.3333335,5016666666.666666
2016-02,Reino Unido,GB,China,CN,1433333333.3333335,5016666666.666666,GBP,1433333333.3333335,5016666666.666666
2016-03,Reino Unido,GB,China,CN,1576666666.666667,5518333333.333333,GBP,1576666666.666667,5518333333.333333
2016-04,Reino Unido,GB,China,CN,1576666666.666667,5518333333.333333,GBP,1576666666.666667,5518333333.333333
2016-05,Reino Unido,GB,China,CN,1433333333.3333335,5016666666.666666,GBP,1433333333.3333335,5016666666.666666
2016-06,Reino Unido,GB,China,CN,1433333333.3333335,5016666666.666666,GBP,1433333333.3333335,5016666666.666666
2016-07,Reino Unido,GB,China,CN,1433333333.3333335,5016666666.666666,GBP,1433333333.3333335,5016666666.666666
2016-08,Reino Unido,GB,China,CN,1433333333.3333335,5016666666.666666,GBP,1433333333.3333335,5016666666.666666
2016-09,Reino Unido,GB,China,CN,1576666666.666667,5518333333.333333,GBP,1576666666.666667,5518333333.333333
2016-10,Reino Unido,GB,China,CN,1576666666.666667,5518333333.333333,GBP,1576666666.666667,5518333333.333333
2016-11,Reino Unido,GB,China,CN,1576666666.666667,5518333333.333333,GBP,1576666666.666667,5518333333.333333
2016-12,Reino Unido,GB,China,CN,1433333333.3333335,5016666666.666666,GBP,1433333333.3333335,5016666666.666666
2017-01,Reino Unido,GB,China,CN,1466666666.6666667,5133333333.333333,GBP,1466666666.6666667,5133333333.333333
2017-02,Reino Unido,GB,China,CN,1466666666.6666667,5133333333.333333,GBP,1466666666.6666667,5133333333.333333
2017-03,Reino Unido,GB,China,CN,1613333333.3333335,5646666666.666667,GBP,1613333333.3333335,5646666666.666667
2017-04,Reino Unido,GB,China,CN,1613333333.3333335,5646666666.666667,GBP,1613333333.3333335,5646666666.666667
2017-05,Reino Unido,GB,China,CN,1466666666.6666667,5133333333.333333,GBP,1466666666.6666667,5133333333.333333
2017-06,Reino Unido,GB,China,CN,1466666666.6666667,5133333333.333333,GBP,1466666666.6666667,5133333333.333333
2017-07,Reino Unido,GB,China,CN,1466666666.6666667,5133333333.333333,GBP,1466666666.6666667,5133333333.333333
2017-08,Reino Unido,GB,China,CN,1466666666.6666667,5133333333.333333,GBP,1466666666.6666667,5133333333.333333
2017-09,Reino Unido,GB,China,CN,1613333333.3333335,5646666666.666667,GBP,1613333333.3333335,5646666666.666667
2017-10,Reino Unido,GB,China,CN,1613333333.3333335,5646666666.666667,GBP,1613333333.3333335,5646666666.666667
2017-11,Reino Unido,GB,China,CN,1613333333.3333335,5646666666.666667,GBP,1613333333.3333335,5646666666.666667
2017-12,Reino Unido,GB,China,CN,1466666666.6666667,5133333333.333333,GBP,1466666666.6666667,5133333333.333333
2018-01,Reino Unido,GB,China,CN,1500000000.0,5250000000.0,GBP,1500000000.0,5250000000.0
2018-02,Reino Unido,GB,China,CN,1500000000.0,5250000000.0,GBP,1500000000.0,5250000000.0
2018-03,Reino Unido,GB,China,CN,1650000000.0000002,5775000000.0,GBP,1650000000.0000002,5775000000.0
2018-04,Reino Unido,GB,China,CN,1650000000.0000002,5775000000.0,GBP,1650000000.0000002,5775000000.0
2018-05,Reino Unido,GB,China,CN,1500000000.0,5250000000.0,GBP,1500000000.0,5250000000.0
2018-06,Reino Unido,GB,China,CN,1500000000.0,5250000000.0,GBP,1500000000.0,5250000000.0
2018-07,Reino Unido,GB,China,CN,1500000000.0,5250000000.0,GBP,1500000000.0,5250000000.0
2018-08,Reino Unido,GB,China,CN,1500000000.0,5250000000.0,GBP,1500000000.0,5250000000.0
2018-09,Reino Unido,GB,China,CN,1650000000.0000002,5775000000.0,GBP,1650000000.0000002,5775000000.0
2018-10,Reino Unido,GB,China,CN,1650000000.0000002,5775000000.0,GBP,1650000000.0000002,5775000000.0
2018-11,Reino Unido,GB,China,CN,1650000000.0000002,5775000000.0,GBP,1650000000.0000002,5775000000.0
2018-12,Reino Unido,GB,China,CN,1500000000.0,5250000000.0,GBP,1500000000.0,5250000000.0
2019-01,Reino Unido,GB,China,CN,1533333333.3333335,5366666666.666667,GBP,1533333333.3333335,5366666666.666667
2019-02,Reino Unido,GB,China,CN,1533333333.3333335,5366666666.666667,GBP,1533333333.3333335,5366666666.666667
2019-03,Reino Unido,GB,China,CN,1686666666.666667,5903333333.333334,GBP,1686666666.666667,5903333333.333334
2019-04,Reino Unido,GB,China,CN,1686666666.666667,5903333333.333334,GBP,1686666666.666667,5903333333.333334
2019-05,Reino Unido,GB,China,CN,1533333333.3333335,5366666666.666667,GBP,1533333333.3333335,5366666666.666667
2019-06,Reino Unido,GB,China,CN,1533333333.3333335,5366666666.666667,GBP,1533333333.3333335,5366666666.666667
2019-07,Reino Unido,GB,China,CN,1533333333.3333335,5366666666.666667,GBP,1533333333.3333335,5366666666.666667
2019-08,Reino Unido,GB,China,CN,1533333333.3333335,5366666666.666667,GBP,1533333333.3333335,5366666666.666667
2019-09,Reino Unido,GB,China,CN,1686666666.666667,5903333333.333334,GBP,1686666666.666667,5903333333.333334
2019-10,Reino Unido,GB,China,CN,1686666666.666667,5903333333.333334,GBP,1686666666.666667,5903333333.333334
2019-11,Reino Unido,GB,China,CN,1686666666.666667,5903333333.333334,GBP,1686666666.666667,5903333333.333334
2019-12,Reino Unido,GB,China,CN,1533333333.3333335,5366666666.666667,GBP,1533333333.3333335,5366666666.666667
2020-01,Reino Unido,GB,China,CN,1566666666.6666667,5483333333.333333,GBP,1566666666.6666667,5483333333.333333
2020-02,Reino Unido,GB,China,CN,1566666666.6666667,5483333333.333333,GBP,1566666666.6666667,5483333333.333333
2020-03,Reino Unido,GB,China,CN,1723333333.3333335,6031666666.666667,GBP,1723333333.3333335,6031666666.666667
2020-04,Reino Unido,GB,China,CN,1723333333.3333335,6031666666.666667,GBP,1723333333.3333335,6031666666.666667
2020-05,Reino Unido,GB,China,CN,1566666666.6666667,5483333333.333333,GBP,1566666666.6666667,5483333333.333333
2020-06,Reino Unido,GB,China,CN,1566666666.6666667,5483333333.333333,GBP,1566666666.6666667,5483333333.333333
2020-07,Reino Unido,GB,China,CN,1566666666.6666667,5483333333.333333,GBP,1566666666.6666667,5483333333.333333
2020-08,Reino Unido,GB,China,CN,1566666666.6666667,5483333333.333333,GBP,1566666666.6666667,5483333333.333333
2020-09,Reino Unido,GB,China,CN,1723333333.3333335,6031666666.666667,GBP,1723333333.3333335,6031666666.666667
2020-10,Reino Unido,GB,China,CN,1723333333.3333335,6031666666.666667,GBP,1723333333.3333335,6031666666.666667
2020-11,Reino Unido,GB,China,CN,1723333333.3333335,6031666666.666667,GBP,1723333333.3333335,6031666666.666667
2020-12,Reino Unido,GB,China,CN,1566666666.6666667,5483333333.333333,GBP,1566666666.6666667,5483333333.333333
2021-01,Reino Unido,GB,China,CN,1600000000.0,5599999999.999999,GBP,1600000000.0,5599999999.999999
2021-02,Reino Unido,GB,China,CN,1600000000.0,5599999999.999999,GBP,1600000000.0,5599999999.999999
2021-03,Reino Unido,GB,China,CN,1760000000.0000002,6159999999.999999,GBP,1760000000.0000002,6159999999.999999
2021-04,Reino Unido,GB,China,CN,1760000000.0000002,6159999999.999999,GBP,1760000000.0000002,6159999999.999999
2021-05,Reino Unido,GB,China,CN,1600000000.0,5599999999.999999,GBP,1600000000.0,5599999999.999999
2021-06,Reino Unido,GB,China,CN,1600000000.0,5599999999.999999,GBP,1600000000.0,5599999999.999999
2021-07,Reino Unido,GB,China,CN,1600000000.0,5599999999.999999,GBP,1600000000.0,5599999999.999999
2021-08,Reino Unido,GB,China,CN,1600000000.0,5599999999.999999,GBP,1600000000.0,5599999999.999999
2021-09,Reino Unido,GB,China,CN,1760000000.0000002,6159999999.999999,GBP,1760000000.0000002,6159999999.999999
2021-10,Reino Unido,GB,China,CN,1760000000.0000002,6159999999.999999,GBP,1760000000.0000002,6159999999.999999
2021-11,Reino Unido,GB,China,CN,1760000000.0000002,6159999999.999999,GBP,1760000000.0000002,6159999999.999999
2021-12,Reino Unido,GB,China,CN,1600000000.0,5599999999.999999,GBP,1600000000.0,5599999999.999999
2022-01,Reino Unido,GB,China,CN,1633333333.3333335,5716666666.666666,GBP,1633333333.3333335,5716666666.666666
2022-02,Reino Unido,GB,China,CN,1633333333.3333335,5716666666.666666,GBP,1633333333.3333335,5716666666.666666
2022-03,Reino Unido,GB,China,CN,1796666666.666667,6288333333.333333,GBP,1796666666.666667,6288333333.333333
2022-04,Reino Unido,GB,China,CN,1796666666.666667,6288333333.333333,GBP,1796666666.666667,6288333333.333333
2022-05,Reino Unido,GB,China,CN,1633333333.3333335,5716666666.666666,GBP,1633333333.3333335,5716666666.666666
2022-06,Reino Unido,GB,China,CN,1633333333.3333335,5716666666.666666,GBP,1633333333.3333335,5716666666.666666
2022-07,Reino Unido,GB,China,CN,1633333333.3333335,5716666666.666666,GBP,1633333333.3333335,5716666666.666666
2022-08,Reino Unido,GB,China,CN,1633333333.3333335,5716666666.666666,GBP,1633333333.3333335,5716666666.666666
2022-09,Reino Unido,GB,China,CN,1796666666.666667,6288333333.333333,GBP,1796666666.666667,6288333333.333333
2022-10,Reino Unido,GB,China,CN,1796666666.666667,6288333333.333333,GBP,1796666666.666667,6288333333.333333
2022-11,Reino Unido,GB,China,CN,1796666666.666667,6288333333.333333,GBP,1796666666.666667,6288333333.333333
2022-12,Reino Unido,GB,China,CN,1633333333.3333335,5716666666.666666,GBP,1633333333.3333335,5716666666.666666
2023-01,Reino Unido,GB,China,CN,1666666666.6666667,5833333333.333333,GBP,1666666666.6666667,5833333333.333333
2023-02,Reino Unido,GB,China,CN,1666666666.6666667,5833333333.333333,GBP,1666666666.6666667,5833333333.333333
2023-03,Reino Unido,GB,China,CN,1833333333.3333335,6416666666.666667,GBP,1833333333.3333335,6416666666.666667
2023-04,Reino Unido,GB,China,CN,1833333333.3333335,6416666666.666667,GBP,1833333333.3333335,6416666666.666667
2023-05,Reino Unido,GB,China,CN,1666666666.6666667,5833333333.333333,GBP,1666666666.6666667,5833333333.333333
2023-06,Reino Unido,GB,China,CN,1666666666.6666667,5833333333.333333,GBP,1666666666.6666667,5833333333.333333
2023-07,Reino Unido,GB,China,CN,1666666666.6666667,5833333333.333333,GBP,1666666666.6666667,5833333333.333333
2023-08,Reino Unido,GB,China,CN,1666666666.6666667,5833333333.333333,GBP,1666666666.6666667,5833333333.333333
2023-09,Reino Unido,GB,China,CN,1833333333.3333335,6416666666.666667,GBP,1833333333.3333335,6416666666.666667
2023-10,Reino Unido,GB,China,CN,1833333333.3333335,6416666666.666667,GBP,1833333333.3333335,6416666666.666667
2023-11,Reino Unido,GB,China,CN,1833333333.3333335,6416666666.666667,GBP,1833333333.3333335,6416666666.666667
2023-12,Reino Unido,GB,China,CN,1666666666.6666667,5833333333.333333,GBP,1666666666.6666667,5833333333.333333
2024-01,Reino Unido,GB,China,CN,1700000000.0,5950000000.0,GBP,1700000000.0,5950000000.0
2024-02,Reino Unido,GB,China,CN,1700000000.0,5950000000.0,GBP,1700000000.0,5950000000.0
2024-03,Reino Unido,GB,China,CN,1870000000.0000002,6545000000.000001,GBP,1870000000.0000002,6545000000.000001
2024-04,Reino Unido,GB,China,CN,1870000000.0000002,6545000000.000001,GBP,1870000000.0000002,6545000000.000001
2024-05,Reino Unido,GB,China,CN,1700000000.0,5950000000.0,GBP,1700000000.0,5950000000.0
2024-06,Reino Unido,GB,China,CN,1700000000.0,5950000000.0,GBP,1700000000.0,5950000000.0
2024-07,Reino Unido,GB,China,CN,1700000000.0,5950000000.0,GBP,1700000000.0,5950000000.0
2024-08,Reino Unido,GB,China,CN,1700000000.0,5950000000.0,GBP,1700000000.0,5950000000.0
2024-09,Reino Unido,GB,China,CN,1870000000.0000002,6545000000.000001,GBP,1870000000.0000002,6545000000.000001
2024-10,Reino Unido,GB,China,CN,1870000000.0000002,6545000000.000001,GBP,1870000000.0000002,6545000000.000001
2024-11,Reino Unido,GB,China,CN,1870000000.0000002,6545000000.000001,GBP,1870000000.0000002,6545000000.000001
2024-12,Reino Unido,GB,China,CN,1700000000.0,5950000000.0,GBP,1700000000.0,5950000000.0
2025-01,Reino Unido,GB,China,CN,1733333333.3333335,6066666666.666667,GBP,1733333333.3333335,6066666666.666667
2025-02,Reino Unido,GB,China,CN,1733333333.3333335,6066666666.666667,GBP,1733333333.3333335,6066666666.666667
2025-03,Reino Unido,GB,China,CN,1906666666.666667,6673333333.333334,GBP,1906666666.666667,6673333333.333334
2025-04,Reino Unido,GB,China,CN,1906666666.666667,6673333333.333334,GBP,1906666666.666667,6673333333.333334
2025-05,Reino Unido,GB,China,CN,1733333333.3333335,6066666666.666667,GBP,1733333333.3333335,6066666666.666667
2025-06,Reino Unido,GB,China,CN,1733333333.3333335,6066666666.666667,GBP,1733333333.3333335,6066666666.666667
2025-07,Reino Unido,GB,China,CN,1733333333.3333335,6066666666.666667,GBP,1733333333.3333335,6066666666.666667
2025-08,Reino Unido,GB,China,CN,1733333333.3333335,6066666666.666667,GBP,1733333333.3333335,6066666666.666667
2025-09,Reino Unido,GB,China,CN,1906666666.666667,6673333333.333334,GBP,1906666666.666667,6673333333.333334
2025-10,Reino Unido,GB,China,CN,1906666666.666667,6673333333.333334,GBP,1906666666.666667,6673333333.333334
2025-11,Reino Unido,GB,China,CN,1906666666.666667,6673333333.333334,GBP,1906666666.666667,6673333333.333334
2025-12,Reino Unido,GB,China,CN,1733333333.3333335,6066666666.666667,GBP,1733333333.3333335,6066666666.666667
2026-01,Reino Unido,GB,China,CN,1766666666.6666667,6183333333.333333,GBP,1766666666.6666667,6183333333.333333
2026-02,Reino Unido,GB,China,CN,1766666666.6666667,6183333333.333333,GBP,1766666666.6666667,6183333333.333333
2013-01,Reino Unido,GB,Republica Checa,CZ,266666666.66666666,400000000.0,GBP,266666666.66666666,400000000.0
2013-02,Reino Unido,GB,Republica Checa,CZ,266666666.66666666,400000000.0,GBP,266666666.66666666,400000000.0
2013-03,Reino Unido,GB,Republica Checa,CZ,293333333.3333334,440000000.00000006,GBP,293333333.3333334,440000000.00000006
2013-04,Reino Unido,GB,Republica Checa,CZ,293333333.3333334,440000000.00000006,GBP,293333333.3333334,440000000.00000006
2013-05,Reino Unido,GB,Republica Checa,CZ,266666666.66666666,400000000.0,GBP,266666666.66666666,400000000.0
2013-06,Reino Unido,GB,Republica Checa,CZ,266666666.66666666,400000000.0,GBP,266666666.66666666,400000000.0
2013-07,Reino Unido,GB,Republica Checa,CZ,266666666.66666666,400000000.0,GBP,266666666.66666666,400000000.0
2013-08,Reino Unido,GB,Republica Checa,CZ,266666666.66666666,400000000.0,GBP,266666666.66666666,400000000.0
